level_1,level_2,level_3,level_4,level_3_final,level_4_final,agency,agency_name,agency_display,agency_display_abbreviation,bureau,bureau_citation_display,bureau_display,bureau_display_abbreviation,program,value
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Department of Labor,Department of Labor,Department of Labor,,Departmental Management,Departmental Management,Departmental Management,,Office of Inspector General,109446945.30000001
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Department of Labor,Department of Labor,Department of Labor,,Departmental Management,Departmental Management,Departmental Management,,Office of Inspector General,11768488.75
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Department of Labor,Department of Labor,Department of Labor,,Departmental Management,Departmental Management,Departmental Management,,IT Modernization,36482315.11000001
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Department of Labor,Department of Labor,Department of Labor,,Departmental Management,Departmental Management,Departmental Management,,Salaries and Expenses,510752411.59999996
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Department of Labor,Department of Labor,Department of Labor,,Departmental Management,Departmental Management,Departmental Management,,Salaries and Expenses,10591639.870000001
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Department of Labor,Department of Labor,Department of Labor,,Departmental Management,Departmental Management,Departmental Management,,Working Capital Fund,-8237942.122
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Department of Labor,Department of Labor,Department of Labor,,Office of Disability Employment Policy,Office of Disability Employment Policy,Office of Disability Employment Policy,,Salaries and Expenses,58123152.71
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Committee for Purchase From People Who Are Blind or Severely Disabled,Committee for Purchase From People Who Are Blind or Severely Disabled,Committee for Purchase From People Who Are Blind or Severely Disabled,,"Committee for Purchase From People who are Blind or Severely Disabled, activities","Committee for Purchase From People who are Blind or Severely Disabled, activities","Committee for Purchase From People who are Blind or Severely Disabled, activities",,Salaries and Expenses,10931323.280000001
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,,Salaries and Expenses,50284087.099999994
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Federal Mine Safety and Health Review Commission,Federal Mine Safety and Health Review Commission,Federal Mine Safety and Health Review Commission,,Federal Mine Safety and Health Review Commission,Federal Mine Safety and Health Review Commission,Federal Mine Safety and Health Review Commission,,Salaries and Expenses,16396984.919999998
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,National Labor Relations Board,National Labor Relations Board,National Labor Relations Board,,National Labor Relations Board,National Labor Relations Board,National Labor Relations Board,,Salaries and Expenses,302056140.4
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,National Mediation Board,National Mediation Board,National Mediation Board,,National Mediation Board,National Mediation Board,National Mediation Board,,Salaries and Expenses,15303852.6
Spending,Safety,Safeguarding Consumers and Employees,Employee Protection,Safeguarding Consumers and Employees,Employee Protection,Occupational Safety and Health Review Commission,Occupational Safety and Health Review Commission,Occupational Safety and Health Review Commission,,Occupational Safety and Health Review Commission,Occupational Safety and Health Review Commission,Occupational Safety and Health Review Commission,,Salaries and Expenses,14210720.27
Spending,Safety,Safeguarding Consumers and Employees,Other Business Regulation,Safeguarding Consumers and Employees,Other Business Regulation,Department of Commerce,Department of Commerce,Department of Commerce,,Bureau of Industry and Security,Bureau of Industry and Security,Bureau of Industry and Security,,Operations and Administration,139828235.3
Spending,Safety,Safeguarding Consumers and Employees,Other Business Regulation,Safeguarding Consumers and Employees,Other Business Regulation,Federal Trade Commission,Federal Trade Commission,Federal Trade Commission,,Federal Trade Commission,Federal Trade Commission,Federal Trade Commission,,Salaries and Expenses,224092127.29999998
Spending,Safety,Safeguarding Consumers and Employees,Other Business Regulation,Safeguarding Consumers and Employees,Other Business Regulation,Federal Trade Commission,Federal Trade Commission,Federal Trade Commission,,Federal Trade Commission,Federal Trade Commission,Federal Trade Commission,,Salaries and Expenses,5465661.642
Spending,Safety,Safeguarding Consumers and Employees,Patents and Copyrights,Safeguarding Consumers and Employees,Patents and Copyrights,Legislative Branch,Legislative Branch,Legislative Branch,,Library of Congress,Library of Congress,Library of Congress,,"Copyright Office, Salaries and Expenses",47296076.1
Spending,Safety,Safeguarding Consumers and Employees,Patents and Copyrights,Safeguarding Consumers and Employees,Patents and Copyrights,Department of Commerce,Department of Commerce,Department of Commerce,,U.S. Patent and Trademark Office,U.S. Patent and Trademark Office,U.S. Patent and Trademark Office,,Salaries and Expenses,-271778823.5
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Department of Health and Human Services,Department of Health and Human Services,Department of Health and Human Services,DHS,"Cooperative Research and Development Agreements, FDA",-1013521.4180000001
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Department of Health and Human Services,Department of Health and Human Services,Department of Health and Human Services,DHS,"General Fund Payment, FDA Innovation, CURES Act",8270676.691999999
Spending,Safety,Crime and Disaster,Law Enforcement,Crime and Disaster,Law Enforcement,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Departmental Management,Department of Health and Human Services,Department of Health and Human Services,DHS,Office for Civil Rights,18828324.580000002
Spending,Safety,Crime and Disaster,Law Enforcement,Crime and Disaster,Law Enforcement,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Departmental Management,Department of Health and Human Services,Department of Health and Human Services,DHS,Office for Civil Rights,6119205.488
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Departmental Management,Department of Health and Human Services,Department of Health and Human Services,DHS,No Surprises Implementation Fund,60721346.769999996
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Food and Drug Administration,Food and Drug Administration,Food and Drug Administration,FDA,"Payment to the FDA Innovation Account, CURES Act",67042302.36
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Food and Drug Administration,Food and Drug Administration,Food and Drug Administration,FDA,Revolving Fund for Certification and Other Services,1340846.047
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Food and Drug Administration,Food and Drug Administration,Food and Drug Administration,FDA,FDA Working Capital Fund,-77769070.74
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Food and Drug Administration,Food and Drug Administration,Food and Drug Administration,FDA,"FDA Innovation, Cures Act",65701456.309999995
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Food and Drug Administration,Food and Drug Administration,Food and Drug Administration,FDA,Salaries and Expenses,3636374480.0
Spending,Safety,Safeguarding Consumers and Employees,Consumer Protection,Safeguarding Consumers and Employees,Consumer Protection,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Food and Drug Administration,Food and Drug Administration,Food and Drug Administration,FDA,Salaries and Expenses,171628294.0
